HS_used	TL_used	Share_TL_used	HS_selected	TL_selected
HS07	853670	0.25	HS02	741991
HS07	741999	0.25	HS02	741999
HS07	853670	0.25	HS02	741999
HS07	780600	0.333333333333333	HS02	780300
HS07	780600	0.333333333333333	HS02	780500
HS07	780600	0.333333333333333	HS02	780600
HS07	790700	0.5	HS02	790600
HS07	790700	0.5	HS02	790700
HS07	800700	0.25	HS02	800400
HS07	800700	0.25	HS02	800500
HS07	800700	0.25	HS02	800600
HS07	800700	0.25	HS02	800700
HS07	810199	0.5	HS02	810195
HS07	810199	0.5	HS02	810199
HS07	811292	0.333333333333333	HS02	811230
HS07	811299	0.333333333333333	HS02	811230
HS07	811292	0.333333333333333	HS02	811240
HS07	811299	0.333333333333333	HS02	811240
HS07	811292	0.333333333333333	HS02	811292
HS07	811299	0.333333333333333	HS02	811299
HS07	841829	0.5	HS02	841822
HS07	841829	0.5	HS02	841829
HS07	841989	1	HS02	841989
HS07	848610	0.0833333333333333	HS02	841989
HS07	848620	0.0434782608695652	HS02	841989
HS07	841990	1	HS02	841990
HS07	848690	0.05	HS02	841990
HS07	842119	1	HS02	842119
HS07	848610	0.0833333333333333	HS02	842119
HS07	848620	0.0434782608695652	HS02	842119
HS07	848630	0.0769230769230769	HS02	842119
HS07	842191	1	HS02	842191
HS07	848690	0.05	HS02	842191
HS07	842489	1	HS02	842489
HS07	848620	0.0434782608695652	HS02	842489
HS07	848630	0.0769230769230769	HS02	842489
HS07	842490	1	HS02	842490
HS07	848690	0.05	HS02	842490
HS07	842531	0.5	HS02	842520
HS07	842539	0.5	HS02	842520
HS07	842531	0.5	HS02	842531
HS07	842539	0.5	HS02	842539
HS07	842839	1	HS02	842839
HS07	848640	0.0555555555555556	HS02	842839
HS07	842890	0.5	HS02	842850
HS07	842890	0.5	HS02	842890
HS07	848640	0.0555555555555556	HS02	842890
HS07	843139	1	HS02	843139
HS07	848690	0.05	HS02	843139
HS07	844230	0.333333333333333	HS02	844210
HS07	844230	0.333333333333333	HS02	844220
HS07	844230	0.333333333333333	HS02	844230
HS07	844313	1	HS02	844319
HS07	844314	1	HS02	844321
HS07	844315	1	HS02	844329
HS07	844316	1	HS02	844330
HS07	844317	1	HS02	844340
HS07	844331	0.2	HS02	844351
HS07	844332	0.166666666666667	HS02	844351
HS07	844339	0.142857142857143	HS02	844351
HS07	844319	1	HS02	844359
HS07	844391	0.5	HS02	844360
HS07	844399	0.1	HS02	844360
HS07	844391	0.5	HS02	844390
HS07	844399	0.1	HS02	844390
HS07	844849	0.5	HS02	844841
HS07	844849	0.5	HS02	844849
HS07	845610	1	HS02	845610
HS07	848610	0.0833333333333333	HS02	845610
HS07	848620	0.0434782608695652	HS02	845610
HS07	848630	0.0769230769230769	HS02	845610
HS07	845620	1	HS02	845620
HS07	848630	0.0769230769230769	HS02	845620
HS07	845630	1	HS02	845630
HS07	848630	0.0769230769230769	HS02	845630
HS07	848620	0.0434782608695652	HS02	845691
HS07	845690	1	HS02	845699
HS07	848610	0.0833333333333333	HS02	845699
HS07	848630	0.0769230769230769	HS02	845699
HS07	848640	0.0555555555555556	HS02	845699
HS07	846221	1	HS02	846221
HS07	848620	0.0434782608695652	HS02	846221
HS07	846229	1	HS02	846229
HS07	848620	0.0434782608695652	HS02	846229
HS07	846410	1	HS02	846410
HS07	848610	0.0833333333333333	HS02	846410
HS07	848630	0.0769230769230769	HS02	846410
HS07	846420	1	HS02	846420
HS07	848610	0.0833333333333333	HS02	846420
HS07	848620	0.0434782608695652	HS02	846420
HS07	848630	0.0769230769230769	HS02	846420
HS07	846490	1	HS02	846490
HS07	848610	0.0833333333333333	HS02	846490
HS07	848620	0.0434782608695652	HS02	846490
HS07	848630	0.0769230769230769	HS02	846490
HS07	846599	1	HS02	846599
HS07	848620	0.0434782608695652	HS02	846599
HS07	848640	0.0555555555555556	HS02	846599
HS07	846610	1	HS02	846610
HS07	848690	0.05	HS02	846610
HS07	846620	1	HS02	846620
HS07	848690	0.05	HS02	846620
HS07	846630	1	HS02	846630
HS07	848690	0.05	HS02	846630
HS07	846691	1	HS02	846691
HS07	848690	0.05	HS02	846691
HS07	846692	1	HS02	846692
HS07	848690	0.05	HS02	846692
HS07	846693	1	HS02	846693
HS07	848690	0.05	HS02	846693
HS07	846694	1	HS02	846694
HS07	848690	0.05	HS02	846694
HS07	846900	0.25	HS02	846911
HS07	846900	0.25	HS02	846912
HS07	846900	0.25	HS02	846920
HS07	846900	0.25	HS02	846930
HS07	847090	0.5	HS02	847040
HS07	847090	0.5	HS02	847090
HS07	847130	0.5	HS02	847110
HS07	847141	0.5	HS02	847110
HS07	847149	0.5	HS02	847110
HS07	847150	0.5	HS02	847110
HS07	847130	0.5	HS02	847130
HS07	847141	0.5	HS02	847141
HS07	847149	0.5	HS02	847149
HS07	847150	0.5	HS02	847150
HS07	844331	0.2	HS02	847160
HS07	844332	0.166666666666667	HS02	847160
HS07	847160	1	HS02	847160
HS07	852841	1	HS02	847160
HS07	852851	1	HS02	847160
HS07	852861	1	HS02	847160
HS07	847180	1	HS02	847180
HS07	851762	0.142857142857143	HS02	847180
HS07	847290	0.5	HS02	847220
HS07	844339	0.142857142857143	HS02	847290
HS07	847290	0.5	HS02	847290
HS07	844399	0.1	HS02	847330
HS07	847330	1	HS02	847330
HS07	851770	0.333333333333333	HS02	847330
HS07	852990	0.5	HS02	847330
HS07	844399	0.1	HS02	847340
HS07	847340	1	HS02	847340
HS07	844399	0.1	HS02	847350
HS07	847350	1	HS02	847350
HS07	847710	1	HS02	847710
HS07	848640	0.0555555555555556	HS02	847710
HS07	847720	1	HS02	847720
HS07	848620	0.0434782608695652	HS02	847720
HS07	847730	1	HS02	847730
HS07	848620	0.0434782608695652	HS02	847730
HS07	847740	1	HS02	847740
HS07	848640	0.0555555555555556	HS02	847740
HS07	847759	1	HS02	847759
HS07	848640	0.0555555555555556	HS02	847759
HS07	847780	1	HS02	847780
HS07	848620	0.0434782608695652	HS02	847780
HS07	847790	1	HS02	847790
HS07	848690	0.05	HS02	847790
HS07	847950	1	HS02	847950
HS07	848630	0.0769230769230769	HS02	847950
HS07	847989	1	HS02	847989
HS07	848610	0.0833333333333333	HS02	847989
HS07	848620	0.0434782608695652	HS02	847989
HS07	848630	0.0769230769230769	HS02	847989
HS07	848640	0.0555555555555556	HS02	847989
HS07	850819	0.5	HS02	847989
HS07	850860	1	HS02	847989
HS07	847990	1	HS02	847990
HS07	848690	0.05	HS02	847990
HS07	850870	0.5	HS02	847990
HS07	848071	1	HS02	848071
HS07	848640	0.0555555555555556	HS02	848071
HS07	848710	1	HS02	848510
HS07	848790	1	HS02	848590
HS07	850590	0.5	HS02	850530
HS07	850590	0.5	HS02	850590
HS07	850811	1	HS02	850910
HS07	850819	0.5	HS02	850910
HS07	850980	0.333333333333333	HS02	850920
HS07	850980	0.333333333333333	HS02	850930
HS07	850980	0.333333333333333	HS02	850980
HS07	850870	0.5	HS02	850990
HS07	850990	1	HS02	850990
HS07	848610	0.0833333333333333	HS02	851410
HS07	848620	0.0434782608695652	HS02	851410
HS07	851410	1	HS02	851410
HS07	848610	0.0833333333333333	HS02	851420
HS07	848620	0.0434782608695652	HS02	851420
HS07	851420	1	HS02	851420
HS07	848610	0.0833333333333333	HS02	851430
HS07	848620	0.0434782608695652	HS02	851430
HS07	851430	1	HS02	851430
HS07	848690	0.05	HS02	851490
HS07	851490	1	HS02	851490
HS07	848640	0.0555555555555556	HS02	851519
HS07	851519	1	HS02	851519
HS07	848640	0.0555555555555556	HS02	851521
HS07	851521	1	HS02	851521
HS07	848640	0.0555555555555556	HS02	851529
HS07	851529	1	HS02	851529
HS07	848620	0.0434782608695652	HS02	851580
HS07	848640	0.0555555555555556	HS02	851580
HS07	851580	1	HS02	851580
HS07	848690	0.05	HS02	851590
HS07	851590	1	HS02	851590
HS07	851718	1	HS02	851719
HS07	851769	0.333333333333333	HS02	851719
HS07	844331	0.2	HS02	851721
HS07	844332	0.166666666666667	HS02	851721
HS07	844332	0.166666666666667	HS02	851722
HS07	851762	0.142857142857143	HS02	851722
HS07	851762	0.142857142857143	HS02	851730
HS07	851761	0.333333333333333	HS02	851750
HS07	851762	0.142857142857143	HS02	851750
HS07	851762	0.142857142857143	HS02	851780
HS07	851769	0.333333333333333	HS02	851780
HS07	844399	0.1	HS02	851790
HS07	851770	0.333333333333333	HS02	851790
HS07	851920	0.5	HS02	851910
HS07	851989	0.2	HS02	851921
HS07	851989	0.2	HS02	851929
HS07	851930	0.5	HS02	851931
HS07	851930	0.5	HS02	851939
HS07	851981	0.111111111111111	HS02	851940
HS07	851989	0.2	HS02	851940
HS07	851981	0.111111111111111	HS02	851992
HS07	851981	0.111111111111111	HS02	851993
HS07	851920	0.5	HS02	851999
HS07	851981	0.111111111111111	HS02	851999
HS07	851989	0.2	HS02	851999
HS07	851981	0.111111111111111	HS02	852010
HS07	851950	1	HS02	852020
HS07	851981	0.111111111111111	HS02	852032
HS07	851981	0.111111111111111	HS02	852033
HS07	851981	0.111111111111111	HS02	852039
HS07	851981	0.111111111111111	HS02	852090
HS07	851989	0.2	HS02	852090
HS07	852329	0.1	HS02	852311
HS07	852329	0.1	HS02	852312
HS07	852329	0.1	HS02	852313
HS07	852329	0.1	HS02	852320
HS07	852321	0.5	HS02	852330
HS07	852340	0.166666666666667	HS02	852390
HS07	852351	0.333333333333333	HS02	852390
HS07	852359	0.25	HS02	852390
HS07	852380	0.25	HS02	852390
HS07	852380	0.25	HS02	852410
HS07	852340	0.166666666666667	HS02	852431
HS07	852340	0.166666666666667	HS02	852432
HS07	852340	0.166666666666667	HS02	852439
HS07	852329	0.1	HS02	852440
HS07	852329	0.1	HS02	852451
HS07	852329	0.1	HS02	852452
HS07	852329	0.1	HS02	852453
HS07	852321	0.5	HS02	852460
HS07	852329	0.1	HS02	852491
HS07	852340	0.166666666666667	HS02	852491
HS07	852351	0.333333333333333	HS02	852491
HS07	852359	0.25	HS02	852491
HS07	852380	0.25	HS02	852491
HS07	852329	0.1	HS02	852499
HS07	852340	0.166666666666667	HS02	852499
HS07	852351	0.333333333333333	HS02	852499
HS07	852359	0.25	HS02	852499
HS07	852380	0.25	HS02	852499
HS07	851761	0.333333333333333	HS02	852510
HS07	851762	0.142857142857143	HS02	852510
HS07	852550	1	HS02	852510
HS07	851712	1	HS02	852520
HS07	851761	0.333333333333333	HS02	852520
HS07	851762	0.142857142857143	HS02	852520
HS07	852560	1	HS02	852520
HS07	852580	0.5	HS02	852530
HS07	852580	0.5	HS02	852540
HS07	852791	1	HS02	852731
HS07	852792	1	HS02	852732
HS07	852799	1	HS02	852739
HS07	851769	0.333333333333333	HS02	852790
HS07	852871	0.5	HS02	852812
HS07	852872	1	HS02	852812
HS07	852871	0.5	HS02	852813
HS07	852873	1	HS02	852813
HS07	852849	0.5	HS02	852821
HS07	852859	0.5	HS02	852821
HS07	852849	0.5	HS02	852822
HS07	852859	0.5	HS02	852822
HS07	852869	1	HS02	852830
HS07	851770	0.333333333333333	HS02	852990
HS07	852990	0.5	HS02	852990
HS07	852352	0.25	HS02	854210
HS07	854231	0.25	HS02	854221
HS07	854232	0.25	HS02	854221
HS07	854233	0.25	HS02	854221
HS07	854239	0.25	HS02	854221
HS07	854231	0.25	HS02	854229
HS07	854232	0.25	HS02	854229
HS07	854233	0.25	HS02	854229
HS07	854239	0.25	HS02	854229
HS07	854231	0.25	HS02	854260
HS07	854232	0.25	HS02	854260
HS07	854233	0.25	HS02	854260
HS07	854239	0.25	HS02	854260
HS07	854390	0.5	HS02	854270
HS07	854890	0.5	HS02	854270
HS07	852352	0.25	HS02	854290
HS07	854290	1	HS02	854290
HS07	848620	0.0434782608695652	HS02	854311
HS07	854310	1	HS02	854319
HS07	854370	0.5	HS02	854340
HS07	852359	0.25	HS02	854381
HS07	848610	0.0833333333333333	HS02	854389
HS07	848620	0.0434782608695652	HS02	854389
HS07	848630	0.0769230769230769	HS02	854389
HS07	848640	0.0555555555555556	HS02	854389
HS07	852352	0.25	HS02	854389
HS07	854370	0.5	HS02	854389
HS07	848690	0.05	HS02	854390
HS07	852352	0.25	HS02	854390
HS07	854390	0.5	HS02	854390
HS07	854442	0.5	HS02	854441
HS07	854449	0.5	HS02	854449
HS07	854442	0.5	HS02	854451
HS07	854449	0.5	HS02	854459
HS07	854231	0.25	HS02	854890
HS07	854232	0.25	HS02	854890
HS07	854233	0.25	HS02	854890
HS07	854239	0.25	HS02	854890
HS07	854890	0.5	HS02	854890
HS07	860691	0.5	HS02	860620
HS07	860691	0.5	HS02	860691
HS07	870830	0.5	HS02	870831
HS07	870830	0.5	HS02	870839
HS07	870840	0.5	HS02	870840
HS07	870850	0.333333333333333	HS02	870850
HS07	870850	0.333333333333333	HS02	870860
HS07	870880	0.5	HS02	870880
HS07	870891	0.5	HS02	870891
HS07	870892	0.5	HS02	870892
HS07	870894	0.5	HS02	870894
HS07	870840	0.5	HS02	870899
HS07	870850	0.333333333333333	HS02	870899
HS07	870880	0.5	HS02	870899
HS07	870891	0.5	HS02	870899
HS07	870892	0.5	HS02	870899
HS07	870894	0.5	HS02	870899
HS07	870895	1	HS02	870899
HS07	870899	1	HS02	870899
HS07	880100	0.5	HS02	880110
HS07	880100	0.5	HS02	880190
HS07	900652	0.5	HS02	900620
HS07	900653	0.5	HS02	900620
HS07	900659	0.5	HS02	900620
HS07	900652	0.5	HS02	900652
HS07	900653	0.5	HS02	900653
HS07	900659	0.5	HS02	900659
HS07	900669	0.5	HS02	900662
HS07	900669	0.5	HS02	900669
HS07	844331	0.2	HS02	900911
HS07	844332	0.166666666666667	HS02	900911
HS07	844339	0.142857142857143	HS02	900911
HS07	844331	0.2	HS02	900912
HS07	844332	0.166666666666667	HS02	900912
HS07	844339	0.142857142857143	HS02	900912
HS07	844339	0.142857142857143	HS02	900921
HS07	844339	0.142857142857143	HS02	900922
HS07	844339	0.142857142857143	HS02	900930
HS07	844399	0.1	HS02	900991
HS07	844399	0.1	HS02	900992
HS07	844399	0.1	HS02	900993
HS07	844399	0.1	HS02	900999
HS07	848620	0.0434782608695652	HS02	901041
HS07	848620	0.0434782608695652	HS02	901042
HS07	848620	0.0434782608695652	HS02	901049
HS07	848630	0.0769230769230769	HS02	901050
HS07	901050	1	HS02	901050
HS07	848690	0.05	HS02	901090
HS07	901090	1	HS02	901090
HS07	848640	0.0555555555555556	HS02	901110
HS07	901110	1	HS02	901110
HS07	848640	0.0555555555555556	HS02	901120
HS07	901120	1	HS02	901120
HS07	848690	0.05	HS02	901190
HS07	901190	1	HS02	901190
HS07	848640	0.0555555555555556	HS02	901210
HS07	901210	1	HS02	901210
HS07	848690	0.05	HS02	901290
HS07	901290	1	HS02	901290
HS07	848640	0.0555555555555556	HS02	901720
HS07	901720	1	HS02	901720
HS07	848690	0.05	HS02	901790
HS07	901790	1	HS02	901790
HS07	902780	0.5	HS02	902740
HS07	902780	0.5	HS02	902780
HS07	903020	0.333333333333333	HS02	903020
HS07	903033	1	HS02	903039
HS07	903020	0.333333333333333	HS02	903083
HS07	903032	1	HS02	903083
HS07	903039	1	HS02	903083
HS07	903084	1	HS02	903083
HS07	903020	0.333333333333333	HS02	903089
HS07	903089	1	HS02	903089
HS07	903149	0.5	HS02	903130
HS07	903149	0.5	HS02	903149
HS07	910119	0.5	HS02	910112
HS07	910119	0.5	HS02	910119
HS07	910690	0.5	HS02	910620
HS07	910690	0.5	HS02	910690
HS07	920590	0.25	HS02	920300
HS07	920590	0.25	HS02	920410
HS07	920590	0.25	HS02	920420
HS07	920590	0.25	HS02	920590
HS07	920999	0.25	HS02	920910
HS07	920999	0.25	HS02	920920
HS07	920999	0.25	HS02	920993
HS07	920999	0.25	HS02	920999
HS07	930630	0.5	HS02	930610
HS07	930630	0.5	HS02	930630
HS07	940151	1	HS02	940150
HS07	940159	1	HS02	940150
HS07	940381	1	HS02	940380
HS07	940389	1	HS02	940380
HS07	950300	0.0714285714285714	HS02	950100
HS07	950300	0.0714285714285714	HS02	950210
HS07	950300	0.0714285714285714	HS02	950291
HS07	950300	0.0714285714285714	HS02	950299
HS07	950300	0.0714285714285714	HS02	950310
HS07	950300	0.0714285714285714	HS02	950320
HS07	950300	0.0714285714285714	HS02	950330
HS07	950300	0.0714285714285714	HS02	950341
HS07	950300	0.0714285714285714	HS02	950349
HS07	950300	0.0714285714285714	HS02	950350
HS07	950300	0.0714285714285714	HS02	950360
HS07	950300	0.0714285714285714	HS02	950370
HS07	950300	0.0714285714285714	HS02	950380
HS07	950300	0.0714285714285714	HS02	950390
HS07	961400	0.5	HS02	961420
HS07	961400	0.5	HS02	961490
